1: crossover='0.9', mutation='0.1', n_generations='100'
390: crossover='0.5660875201093393', mutation='0.00869916675956528', n_generations='167'
391: crossover='0.605837122149378', mutation='0.9362807485381607', n_generations='178'
392: crossover='0.7944707650309196', mutation='0.76903703595256', n_generations='74'
393: crossover='0.014799355659849467', mutation='0.7753237220068543', n_generations='143'
394: crossover='0.3140611813462659', mutation='0.010407971440140273', n_generations='148'
395: crossover='0.7285147140022796', mutation='0.18129202578478965', n_generations='174'
396: crossover='0.9680393218399953', mutation='0.46696011420155503', n_generations='228'
397: crossover='0.5334946375670725', mutation='0.00870508499122058', n_generations='244'
398: crossover='0.24029143764152427', mutation='0.3239411043808551', n_generations='213'
399: crossover='0.47081063542710355', mutation='0.008449908736107403', n_generations='88'
400: crossover='0.9635100499374176', mutation='0.8543969417002283', n_generations='89'
401: crossover='0.6521056897062094', mutation='0.006332834893514883', n_generations='69'
402: crossover='0.2240091722378711', mutation='0.8730786182023889', n_generations='126'
403: crossover='0.31366753398049363', mutation='0.014694006136407922', n_generations='188'
404: crossover='0.07424540148507486', mutation='0.6841712884337109', n_generations='120'
405: crossover='0.46775787533074237', mutation='0.010436811832788918', n_generations='236'
406: crossover='0.935971239051072', mutation='0.9569902995519404', n_generations='221'
407: crossover='0.25519461850348535', mutation='0.006576445483142956', n_generations='110'
